Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSMUSG00000079658,Eloc,0.31742271851809306,-0.053167372245531475,0.9248689230337263,0.3294103572585924,0.053167372245531475,0.9248689230335471
ENSMUSG00000097744,D030040B21Rik,0.00027060760316972984,0.010143484867635166,1.0,0.00035824943693158503,-0.010143484867635166,1.0
ENSMUSG00000025940,Tmem70,0.008388835698261625,-1.9362754749275206,2.928854776017982e-09,0.03295894819770582,1.9362754749275206,2.928854776017982e-09
ENSMUSG00000025779,Ly96,0.04654450774519353,0.20955525081032889,0.5259084844482643,0.04030306165480332,-0.20955525081032889,0.5259084844482643
ENSMUSG00000042686,Jph1,0.0,-0.40489401441120876,1.0,0.00017912471846579252,0.40489401441120876,1.0
ENSMUSG00000067780,Pi15,0.0,-0.40489401441120876,1.0,0.00017912471846579252,0.40489401441120876,1.0
ENSMUSG00000025927,Tfap2b,0.0,-1.4048940144112088,0.48948446397848844,0.0005373741553973776,1.4048940144112088,0.48948446397848844
ENSMUSG00000043760,Pkhd1,0.00027060760316972984,1.5951059855887912,0.5327225219723981,0.0,-1.5951059855887912,0.5327225219723981
ENSMUSG00000041872,Il17f,0.0,-0.9898565151323648,0.6566339702672755,0.00035824943693158503,0.9898565151323648,0.6566339702672755
ENSMUSG00000041859,Mcm3,0.008659443301431355,-3.74851718039789,4.247347164847477e-33,0.11983443665361519,3.74851718039789,4.247347164847477e-33
ENSMUSG00000025931,Paqr8,0.0,-2.4048940144112088,0.09189867476919175,0.0012538730292605475,2.4048940144112088,0.09189867476919175
ENSMUSG00000041809,Efhc1,0.00027060760316972984,-1.2122489364688125,0.5232778935968867,0.001074748310794755,1.2122489364688125,0.5232778935968867
ENSMUSG00000041779,Tram2,0.009200658507770814,-1.8225054573538788,5.813286651444941e-07,0.033317197634637405,1.8225054573538788,5.813286651444941e-07
ENSMUSG00000099971,Gm28287,0.0,-0.40489401441120876,1.0,0.00017912471846579252,0.40489401441120876,1.0
ENSMUSG00000025933,Tmem14a,0.0,-4.404894014411209,3.1812509479211714e-05,0.0055528662724395675,4.404894014411209,3.1812509479211714e-05
ENSMUSG00000025934,Gsta3,0.0,-1.4048940144112088,0.4174599421340395,0.0005373741553973776,1.4048940144112088,0.4174599421340395
ENSMUSG00000085079,Khdc1b,0.00027060760316972984,1.5951059855887912,0.5327225219723981,0.0,-1.5951059855887912,0.5327225219723981
ENSMUSG00000028033,Kcnq5,0.0,-0.9898565151323648,0.6566339702672755,0.00035824943693158503,0.9898565151323648,0.6566339702672755
ENSMUSG00000026158,Ogfrl1,0.36180236543792876,1.127658830826578,2.4881448304596515e-08,0.16551123986239227,-1.127658830826578,2.4881448304596515e-08
ENSMUSG00000026156,B3gat2,0.0051415444602248665,1.1096791584185501,0.13183976834585912,0.002328621340055303,-1.1096791584185501,0.13183976834585912
ENSMUSG00000026155,Smap1,0.12285585183905734,-0.6236581533174865,0.006184230827966186,0.18951395213680847,0.6236581533174865,0.006184230827966186
ENSMUSG00000026154,Sdhaf4,0.008388835698261625,-2.997351051679289,3.796293201202821e-20,0.06896301660933012,2.997351051679289,3.796293201202821e-20
ENSMUSG00000026153,Fam135a,0.0005412152063394597,-3.864325633048506,6.856182157216769e-10,0.011643106700276512,3.864325633048506,6.856182157216769e-10
ENSMUSG00000026141,Col19a1,0.0,-0.40489401441120876,1.0,0.00017912471846579252,0.40489401441120876,1.0
ENSMUSG00000073725,Lmbrd1,0.23461679194815574,0.7530308730470789,0.0002752053256186923,0.1391799062479208,-0.7530308730470789,0.0002752053256186923
ENSMUSG00000073722,4931408C20Rik,0.0,-0.9898565151323648,0.6566339702672755,0.00035824943693158503,0.9898565151323648,0.6566339702672755
ENSMUSG00000048874,Phf3,0.39373406261195687,0.44468914303569296,0.038987845802618916,0.2892864203222549,-0.44468914303569296,0.03898784580261552
ENSMUSG00000026064,Ptp4a1,0.025437114697954604,0.6103727422421015,0.07427047308929433,0.016658598817318702,-0.6103727422421015,0.07427047308929433
ENSMUSG00000117310,Ptp4a1,0.007035797682412975,0.8264315316952464,0.13594897062219183,0.003940743806247435,-0.8264315316952464,0.13594897062219183
ENSMUSG00000026058,Khdrbs2,0.0008118228095091894,1.5951059855887912,0.4536913298016642,0.00017912471846579252,-1.5951059855887912,0.4536913298016642
ENSMUSG00000091318,Gm5415,0.00027060760316972984,0.010143484867635166,1.0,0.00035824943693158503,-0.010143484867635166,1.0
ENSMUSG00000026134,Prim2,0.004600329253885407,-2.384716132473579,5.518516858133618e-07,0.025256585303676745,2.384716132473579,5.518516858133618e-07
ENSMUSG00000004768,Rab23,0.001353038015848649,-1.2122489364688125,0.13519887823565202,0.0035824943693158503,1.2122489364688125,0.13519887823565202
ENSMUSG00000042215,Bag2,0.0016236456190183788,-2.9373890952382293,2.7264505483968106e-06,0.014329977477263401,2.9373890952382293,2.7264505483968106e-06
ENSMUSG00000042197,Zfp451,0.06034549550684975,-1.7383688631266057,1.2084994198525214e-14,0.20205268242941396,1.7383688631266057,1.2084994198525214e-14
ENSMUSG00000042182,Bend6,0.001353038015848649,-2.3434934697470657,6.187065393991616e-05,0.008060612330960663,2.3434934697470657,6.187065393991616e-05
ENSMUSG00000026131,Dst,0.0181307094123719,-3.592391645301471,4.656537572351708e-42,0.22175640146065112,3.592391645301471,4.656537572351708e-42
ENSMUSG00000096992,Gm26788,0.0,-0.40489401441120876,1.0,0.00017912471846579252,0.40489401441120876,1.0
ENSMUSG00000102336,Gm37233,0.008659443301431355,0.7326095093387259,0.2201029640253794,0.005194616835507983,-0.7326095093387259,0.2201029640253794
ENSMUSG00000042111,Ccdc115,0.04113235568179893,-1.2560306284967262,1.7653033400724518e-07,0.09869771987465167,1.2560306284967262,1.7653033400724518e-07
ENSMUSG00000101711,Gm28306,0.00027060760316972984,1.5951059855887912,0.5327225219723981,0.0,-1.5951059855887912,0.5327225219723981
ENSMUSG00000026127,Imp4,0.047356330554702716,-1.159781516574677,1.4004641893666155e-06,0.10622095805021496,1.159781516574677,1.4004641893666155e-06
ENSMUSG00000026126,Ptpn18,0.12583253547392437,-2.3476601979676643,1.628210795142697e-26,0.6416247415444688,2.3476601979676643,1.628210795142697e-26
ENSMUSG00000100280,Gm28417,0.002976683634867028,-1.1774835183081365,0.03651774901603829,0.007164988738631701,1.1774835183081365,0.03651774901603829
ENSMUSG00000101223,4930568A12Rik,0.001353038015848649,0.5951059855887912,0.6755326914703699,0.0008956235923289626,-0.5951059855887912,0.6755326914703699
ENSMUSG00000026125,Prss39,0.0,-1.4048940144112088,0.4174599421340395,0.0005373741553973776,1.4048940144112088,0.4174599421340395
ENSMUSG00000037509,Arhgef4,0.001353038015848649,-0.14185960857741442,1.0,0.0016121224661921325,0.14185960857741442,1.0
ENSMUSG00000104002,Gm38336,0.0016236456190183788,0.40246090764639497,0.9168020253352165,0.0012538730292605475,-0.40246090764639497,0.9168020253352165
ENSMUSG00000037503,Fam168b,0.13178590274365842,-0.2750565767686268,0.2869631058241999,0.15960012415302113,0.2750565767686268,0.2869631058241999
ENSMUSG00000026123,Plekhb2,0.051686052205418394,-1.305760822391957,3.08420252415121e-08,0.12825329842150743,1.305760822391957,3.08420252415121e-08
ENSMUSG00000102279,Gm37146,0.0,-0.9898565151323648,0.6566339702672755,0.00035824943693158503,0.9898565151323648,0.6566339702672755
ENSMUSG00000045216,Hs6st1,0.005682759666564326,-3.39667350760624,3.322746000015447e-25,0.06251452674456158,3.39667350760624,3.322746000015447e-25
ENSMUSG00000104523,Gm37335,0.0,-0.40489401441120876,1.0,0.00017912471846579252,0.40489401441120876,1.0
ENSMUSG00000102202,Gm33280,0.0005412152063394597,0.18006848630994732,1.0,0.0005373741553973776,-0.18006848630994732,1.0
ENSMUSG00000037470,Uggt1,0.02868440593599136,-1.8606437211201143,5.575820791853211e-14,0.1049670850209544,1.8606437211201143,5.575820791853211e-14
ENSMUSG00000047180,Neurl3,0.6954615401462056,1.1750270308329873,1.7811148496386449e-09,0.30791539104269733,-1.1750270308329873,1.7811148496384172e-09
ENSMUSG00000037447,Arid5a,0.26384241309048656,0.07257268914105497,0.8443522005934258,0.2509537305705753,-0.07257268914105497,0.8443522005933556
ENSMUSG00000102762,4930403P22Rik,0.018401317015541627,0.24419882372966306,0.5756943469653951,0.01558385050652395,-0.24419882372966306,0.5756943469653951
ENSMUSG00000010453,Kansl3,0.1098666868869103,0.5809963861733554,0.011623321218452628,0.07344113457097493,-0.5809963861733554,0.011623321218452628
ENSMUSG00000037432,Fer1l5,0.0016236456190183788,0.8174984069252389,0.6560423816976991,0.0008956235923289626,-0.8174984069252389,0.6560423816976991
ENSMUSG00000001143,Lman2l,0.023813469078936222,-0.8300273914255589,0.0031779403736904095,0.042631682994858616,0.8300273914255589,0.0031779403736904095
ENSMUSG00000037408,Cnnm4,0.027060760316972982,0.08339246689827373,0.9117013750064764,0.025614834740608328,-0.08339246689827373,0.9117013750064764
ENSMUSG00000001138,Cnnm3,0.011906734539468111,-0.9898565151323648,0.0025398359852332694,0.024002712274416197,0.9898565151323648,0.0025398359852332694
ENSMUSG00000067653,Ankrd23,0.0018942532221881087,-0.5748190158535209,0.5628705628837457,0.003045120213918473,0.5748190158535209,0.5628705628837457
ENSMUSG00000079610,Ankrd39,0.002976683634867028,-2.6902962332734566,1.6975796394398706e-10,0.020778467342031932,2.6902962332734566,1.6975796394398706e-10
ENSMUSG00000026121,Sema4c,0.0008118228095091894,-4.3356313519740945,9.709718581130742e-13,0.021674090934360894,4.3356313519740945,9.709718581130742e-13
ENSMUSG00000087589,D430040D24Rik,0.0,-2.4048940144112088,0.279589889440577,0.0012538730292605475,2.4048940144112088,0.279589889440577
ENSMUSG00000046337,Fam178b,0.00027060760316972984,-2.1053337325523014,0.04658099311236233,0.00214949662158951,2.1053337325523014,0.04658099311236233
ENSMUSG00000061518,Cox5b,0.321481832565639,-1.0731498179255141,2.23746580970246e-07,0.6767331863637641,1.0731498179255141,2.2374658097023964e-07
ENSMUSG00000037351,Actr1b,0.03463777320572542,-1.3420339905726322,4.0780513516847375e-08,0.08830848620363571,1.3420339905726322,4.0780513516847375e-08
ENSMUSG00000102416,4933424G06Rik,0.0008118228095091894,-0.7268221092985705,0.5327225219723981,0.0016121224661921325,0.7268221092985705,0.5327225219723981
ENSMUSG00000104237,Gm33533,0.0,-0.9898565151323648,0.6755326914703699,0.00035824943693158503,0.9898565151323648,0.6755326914703699
ENSMUSG00000026117,Zap70,0.0,-5.3117846100197275,3.8920003867725156e-11,0.010568358389481758,5.3117846100197275,3.8920003867725156e-11
ENSMUSG00000026116,Tmem131,0.08037045814140975,-0.8774690131203213,0.00010611619430380846,0.14795701745274462,0.8774690131203213,0.00010611619430380846
ENSMUSG00000102930,Gm38115,0.006494582476073515,-1.7722650800597384,8.724907234298095e-07,0.022927963963621442,1.7722650800597384,8.724907234298095e-07
ENSMUSG00000050122,Vwa3b,0.0,-0.40489401441120876,1.0,0.00017912471846579252,0.40489401441120876,1.0
ENSMUSG00000026113,Inpp4a,0.06115731831635894,0.8442256448439576,0.0012951451873775893,0.03403369650850058,-0.8442256448439576,0.0012951451873775893
ENSMUSG00000026112,Coa5,0.046273900142023795,-1.7859841817667146,4.316989263282998e-14,0.1603166230268843,1.7859841817667146,4.316989263282998e-14
ENSMUSG00000026111,Unc50,0.047626938157872445,-0.02475130557855021,1.0,0.04854279870422977,0.02475130557855021,1.0
ENSMUSG00000026110,Mgat4a,0.10580757283936436,-0.953833846311825,1.2456386239692956e-05,0.20527692736179823,0.953833846311825,1.2456386239692956e-05
ENSMUSG00000026090,2010300C02Rik,0.0,-2.574819015853521,0.05344020742650506,0.0014329977477263401,2.574819015853521,0.05344020742650506
ENSMUSG00000060771,Tsga10,0.014883418174335139,-0.417718054768792,0.27490246722606393,0.02006196846816876,0.417718054768792,0.27490246722606393
ENSMUSG00000037216,Lipt1,0.0,-2.7268221092985705,0.03159147971797183,0.0016121224661921325,2.7268221092985705,0.03159147971797183
ENSMUSG00000026088,Mitd1,0.03030805155500974,-0.11609651251233277,0.8032499729453908,0.03295894819770582,0.11609651251233277,0.8032499729453908
ENSMUSG00000026087,Mrpl30,0.10283088920449733,-1.5325532888765108,5.796952350696509e-12,0.29806353152707876,1.5325532888765108,5.796952350696509e-12
ENSMUSG00000026085,Lyg1,0.0008118228095091894,2.5951059855887912,0.11577892478179254,0.0,-2.5951059855887912,0.11577892478179254
ENSMUSG00000058407,Txndc9,0.11203154771226814,-0.7618523697080262,0.0006841535270526086,0.19023045101067165,0.7618523697080262,0.0006841535270526086
ENSMUSG00000026083,Eif5b,0.1052663576330249,-1.7669502220038802,7.997410310366543e-15,0.35896593580544817,1.7669502220038802,7.997410310366543e-15
ENSMUSG00000026082,Rev1,0.024895899491615144,-0.30036343093990236,0.40463643329889554,0.030809451576116312,0.30036343093990236,0.40463643329889554
ENSMUSG00000103804,Gm37062,0.0,-0.9898565151323648,0.6566339702672755,0.00035824943693158503,0.9898565151323648,0.6566339702672755
ENSMUSG00000037138,Aff3,0.0,-3.7972114371899686,0.00020292682653068534,0.0035824943693158503,3.7972114371899686,0.00020292682653068534
ENSMUSG00000087131,Gm16152,0.0,-1.4048940144112088,0.4174599421340395,0.0005373741553973776,1.4048940144112088,0.4174599421340395
ENSMUSG00000026080,Chst10,0.0016236456190183788,-2.0569707109909023,0.0003205748278296559,0.007702362894029078,2.0569707109909023,0.0003205748278296559
ENSMUSG00000026078,Pdcl3,0.06494582476073515,-1.486358115040105,7.624837695522685e-11,0.18252808811664256,1.486358115040105,7.624837695522685e-11
ENSMUSG00000073702,Rpl31,0.27087821077289953,-2.6488755890322526,1.220260679469124e-34,1.7002518276773024,2.6488755890322526,1.220260679469089e-34
ENSMUSG00000003134,Tbc1d8,0.06359278674488651,0.20628600704625777,0.5010844214293076,0.055170413287464096,-0.20628600704625777,0.5010844214293076
ENSMUSG00000003135,Cnot11,0.022731038666257305,-0.9143663155481017,0.0009833354257272086,0.04316905715025599,0.9143663155481017,0.0009833354257272086
ENSMUSG00000085894,Gm15832,0.11121972490275896,2.1217351759936207,2.0181429094132557e-19,0.025435710022142538,-2.1217351759936207,2.0181429094132557e-19
ENSMUSG00000048234,Rnf149,1.845814461220727,1.6345521111238956,7.838867058821429e-18,0.5943358158694996,-1.6345521111238956,7.838867058821429e-18
ENSMUSG00000050967,Creg2,0.0067651900792432456,-1.770543486727889,2.730233490154539e-06,0.023823587555950404,1.770543486727889,2.730233490154539e-06
ENSMUSG00000097083,D930019O06Rik,0.00027060760316972984,0.010143484867635166,1.0,0.00035824943693158503,-0.010143484867635166,1.0
ENSMUSG00000101634,1700066B17Rik,0.0035178988412064875,1.0805328127590332,0.16092046595349205,0.0016121224661921325,-1.0805328127590332,0.16092046595349205
ENSMUSG00000026074,Map4k4,0.5165899144510142,0.02126452483437502,1.0,0.5090724498797823,-0.02126452483437502,1.0
ENSMUSG00000026073,Il1r2,2.0006020102338127,2.7863580434734687,2.631649119947051e-46,0.2898237944776523,-2.7863580434734687,2.6316491199465274e-46
ENSMUSG00000097899,Gm16894,0.005682759666564326,1.2471826821684848,0.07657925984488147,0.002328621340055303,-1.2471826821684848,0.07657925984488147
ENSMUSG00000026072,Il1r1,0.0008118228095091894,-2.8311587691133067,1.3884087309773274e-05,0.007523238175563285,2.8311587691133067,1.3884087309773274e-05
ENSMUSG00000070942,Il1rl2,0.005682759666564326,-2.346341832056096,1.627295553013187e-10,0.03009295270225314,2.346341832056096,1.627295553013187e-10
ENSMUSG00000026069,Il1rl1,0.002976683634867028,-0.2122489364688125,0.8898792081951997,0.0035824943693158503,0.2122489364688125,0.8898792081951997
ENSMUSG00000026070,Il18r1,0.015695240983844328,0.7228615327871646,0.053710312464086724,0.009493610078687003,-0.7228615327871646,0.053710312464086724
ENSMUSG00000026068,Il18rap,0.3550371753586855,3.281331844510183,2.583941346045e-51,0.036362317848555877,-3.281331844510183,2.583941346045e-51
ENSMUSG00000026065,Slc9a4,0.0,-3.7268221092985705,0.0003265122991342265,0.0034033696508500577,3.7268221092985705,0.0003265122991342265
ENSMUSG00000103679,Gm37623,0.0,-0.40489401441120876,1.0,0.00017912471846579252,0.40489401441120876,1.0
ENSMUSG00000041945,Mfsd9,0.0010824304126789194,-0.6679284202450031,0.5844624803509326,0.0019703719031237176,0.6679284202450031,0.5844624803509326
ENSMUSG00000079588,Tmem182,0.0,-0.40489401441120876,1.0,0.00017912471846579252,0.40489401441120876,1.0
ENSMUSG00000060679,Mrps9,0.010283088920449733,-2.737877297807567,9.765061489095526e-21,0.07021688963859067,2.737877297807567,9.765061489095526e-21
ENSMUSG00000041907,Gpr45,0.0,-0.40489401441120876,1.0,0.00017912471846579252,0.40489401441120876,1.0
ENSMUSG00000070939,Tgfbrap1,0.01596584858701406,-1.060245843023763,0.0003664645962217746,0.03367544707156899,1.060245843023763,0.0003664645962217746
ENSMUSG00000041878,8430432A02Rik,0.0005412152063394597,0.18006848630994732,0.8946710593840405,0.0005373741553973776,-0.18006848630994732,0.8946710593840405
ENSMUSG00000010290,AI597479,0.0021648608253578387,-1.7268221092985714,0.0015002378102584018,0.00788148761249487,1.7268221092985714,0.0015002378102584018
ENSMUSG00000008136,Fhl2,0.0005412152063394597,-4.37452036536769,2.713099311345518e-12,0.016658598817318702,4.37452036536769,2.713099311345518e-12
ENSMUSG00000066877,Nck2,0.0032472912380367576,-1.1638859149074134,0.0245110171968216,0.007702362894029078,1.1638859149074134,0.0245110171968216
ENSMUSG00000026051,Ecrg4,0.0,-0.40489401441120876,1.0,0.00017912471846579252,0.40489401441120876,1.0
ENSMUSG00000100635,Gm29157,0.0,-0.40489401441120876,1.0,0.00017912471846579252,0.40489401441120876,1.0
ENSMUSG00000100480,Gm29156,0.0,-0.40489401441120876,1.0,0.00017912471846579252,0.40489401441120876,1.0
ENSMUSG00000057363,Uxs1,0.005953367269734056,-2.4204908694622267,3.614700873483763e-11,0.033138072916171615,2.4204908694622267,3.614700873483763e-11
ENSMUSG00000041763,Tpp2,0.12366767464856653,-1.1693165713004567,6.407357388068096e-08,0.27853893721430734,1.1693165713004567,6.407357388068096e-08
ENSMUSG00000047343,Mettl21c,0.0016236456190183788,0.8174984069252389,0.5311818883127017,0.0008956235923289626,-0.8174984069252389,0.5311818883127017
ENSMUSG00000091844,Gm8251,0.006223974872903786,0.010143484867635166,1.0,0.006269365146302738,-0.010143484867635166,1.0
ENSMUSG00000026049,Tex30,0.020295570237729738,-0.6163981196049209,0.045852454385621945,0.03134682573151369,0.6163981196049209,0.045852454385621945
ENSMUSG00000026047,Poglut2,0.001353038015848649,-3.2956649446564503,8.37299795105276e-11,0.01576297522498974,3.2956649446564503,8.37299795105276e-11
ENSMUSG00000041684,Bivm,0.00027060760316972984,-4.574819015853521,8.590243505710995e-12,0.012717855011071269,4.574819015853521,8.590243505710995e-12
ENSMUSG00000026048,Ercc5,0.011094911729958922,-1.2413952821283294,0.00013518273805721755,0.026689583051403083,1.2413952821283294,0.00013518273805721755
ENSMUSG00000056870,Gulp1,0.0,-0.40489401441120876,1.0,0.00017912471846579252,0.40489401441120876,1.0
ENSMUSG00000026043,Col3a1,0.002706076031697298,2.0545376042260877,0.03159147971797183,0.0005373741553973776,-2.0545376042260877,0.03159147971797183
ENSMUSG00000026042,Col5a2,0.0,-0.40489401441120876,1.0,0.00017912471846579252,0.40489401441120876,1.0
ENSMUSG00000025995,Wdr75,0.005682759666564326,-2.9843813850662135,6.470085849923241e-19,0.046930676238037636,2.9843813850662135,6.470085849923241e-19
ENSMUSG00000098549,Gm5269,0.0005412152063394597,2.1800684863099473,0.2683707267889184,0.0,-2.1800684863099473,0.2683707267889184
ENSMUSG00000025993,Slc40a1,0.2641130206936563,2.957465129226229,5.204697999801365e-38,0.03385457179003479,-2.957465129226229,5.204697999801365e-38
ENSMUSG00000025986,Slc39a10,0.005412152063394596,-2.9433139291953347,5.48976588510996e-18,0.04352730658718758,2.9433139291953347,5.48976588510996e-18
ENSMUSG00000100213,Gm28151,0.00027060760316972984,-0.40489401441120876,1.0,0.0005373741553973776,0.40489401441120876,1.0
ENSMUSG00000101447,Gm28826,0.0005412152063394597,1.1800684863099473,0.7044016346655655,0.00017912471846579252,-1.1800684863099473,0.7044016346655655
ENSMUSG00000051616,C230029F24Rik,0.00027060760316972984,1.5951059855887912,0.5327225219723981,0.0,-1.5951059855887912,0.5327225219723981
ENSMUSG00000099608,4933411E06Rik,0.0008118228095091894,1.0101434848676352,0.5327225219723981,0.00035824943693158503,-1.0101434848676352,0.5327225219723981
ENSMUSG00000100816,Gm28321,0.010283088920449733,3.5585801095636773,1.0434345070840206e-09,0.0007164988738631701,-3.5585801095636773,1.0434345070840206e-09
ENSMUSG00000099625,Gm29325,0.0,-0.40489401441120876,1.0,0.00017912471846579252,0.40489401441120876,1.0
