Feature,Normalized.Dispersion
ENSMUSG00000041779,-0.048813315770614346
ENSMUSG00000025933,3.6314922780607946
ENSMUSG00000025934,nan
ENSMUSG00000028033,nan
ENSMUSG00000073730,nan
ENSMUSG00000100775,nan
ENSMUSG00000026158,1.0797667297571103
ENSMUSG00000026156,1.3215810683436924
ENSMUSG00000026155,-0.7007021249784366
ENSMUSG00000026154,5.118064107313363
ENSMUSG00000026153,-1.384096000333018
ENSMUSG00000073725,-1.3550310473097118
ENSMUSG00000033569,nan
ENSMUSG00000048874,-0.17894524978558882
ENSMUSG00000026064,0.2200871368746615
ENSMUSG00000117310,-0.29210373361585096
ENSMUSG00000026058,0.8810060807992368
ENSMUSG00000091318,nan
ENSMUSG00000102917,nan
ENSMUSG00000026134,0.4535389491716039
ENSMUSG00000004768,-0.8081575755561989
ENSMUSG00000042215,1.454486677600765
ENSMUSG00000042197,-2.586326533078331
ENSMUSG00000042182,0.21901078249397557
ENSMUSG00000026131,3.2146436605120217
ENSMUSG00000096992,3.2012491524669997
ENSMUSG00000102336,0.9197015740863185
ENSMUSG00000042111,2.212119470422572
ENSMUSG00000026127,-1.2287394025080578
ENSMUSG00000026126,1.636063182953777
ENSMUSG00000100280,1.4975314247620508
ENSMUSG00000101223,nan
ENSMUSG00000045174,nan
ENSMUSG00000037509,-1.1340532400917498
ENSMUSG00000104002,0.1747964807881837
ENSMUSG00000037503,-1.0292731261290025
ENSMUSG00000026123,-0.22930411799456818
ENSMUSG00000045216,-1.8756374534979368
ENSMUSG00000102202,0.8369109328813124
ENSMUSG00000037470,-2.5927461329549883
ENSMUSG00000047180,0.31965845838447177
ENSMUSG00000037447,1.7247275088348337
ENSMUSG00000102762,-1.3357817376374377
ENSMUSG00000010453,-0.7434425608009527
ENSMUSG00000037432,-0.1412987145460109
ENSMUSG00000001143,-2.0686382012356894
ENSMUSG00000037408,-0.9569939605641584
ENSMUSG00000001138,-2.491482480795974
ENSMUSG00000067653,-0.2799289068153267
ENSMUSG00000079610,0.8424774517113996
ENSMUSG00000026121,-0.053130299868600836
ENSMUSG00000087589,0.2884835310422283
ENSMUSG00000046337,1.0493344066224153
ENSMUSG00000061518,1.2254754076533243
ENSMUSG00000037351,0.5922132580123259
ENSMUSG00000102416,-0.5180584744537763
ENSMUSG00000104237,nan
ENSMUSG00000026117,-0.6551417413384794
ENSMUSG00000026116,-1.7790664943713888
ENSMUSG00000102930,-1.7904591662622373
ENSMUSG00000026114,nan
ENSMUSG00000026113,0.8796922568221925
ENSMUSG00000026112,-0.029675371729502777
ENSMUSG00000026111,-0.17807874897081738
ENSMUSG00000026110,-0.36541369951912284
ENSMUSG00000026090,4.348742255315453
ENSMUSG00000060771,1.1965813510719885
ENSMUSG00000037216,-1.5747815923301798
ENSMUSG00000026088,1.0192244700256454
ENSMUSG00000026087,1.91812324970613
ENSMUSG00000087374,nan
ENSMUSG00000026085,nan
ENSMUSG00000058407,-0.8025997794859995
ENSMUSG00000026083,0.6875627636528105
ENSMUSG00000026082,1.0609386869929234
ENSMUSG00000037138,-0.4471472963963145
ENSMUSG00000087131,1.5434766514784752
ENSMUSG00000026080,-0.8344970804442927
ENSMUSG00000026078,-0.4817601237107454
ENSMUSG00000073702,-0.4478781063961529
ENSMUSG00000003134,0.825768063876157
ENSMUSG00000003135,1.4244653074169256
ENSMUSG00000085894,0.8326667211627422
ENSMUSG00000048234,0.2286877984029636
ENSMUSG00000050967,-0.13240912556477683
ENSMUSG00000097083,-1.9523215204576587
ENSMUSG00000057173,nan
ENSMUSG00000101634,0.4006141249862975
ENSMUSG00000026074,-0.9206541455188756
ENSMUSG00000026073,3.6280124841239303
ENSMUSG00000097899,-0.5395981862910773
ENSMUSG00000026072,0.01221240584461937
ENSMUSG00000070942,4.86996242204523
ENSMUSG00000026069,3.07409760538429
ENSMUSG00000026070,1.273655326929856
ENSMUSG00000026068,3.1021320139016804
ENSMUSG00000026065,1.3858909030708018
ENSMUSG00000041945,-1.3054740362705624
ENSMUSG00000060679,-0.3430557460959425
ENSMUSG00000041907,-1.613822411091387
ENSMUSG00000070939,-0.9120220092940656
ENSMUSG00000010290,-0.13307709539958082
ENSMUSG00000008136,-1.0436550836738734
ENSMUSG00000066877,1.960458613383871
ENSMUSG00000026051,4.325406900908331
ENSMUSG00000100764,nan
ENSMUSG00000100480,nan
ENSMUSG00000057363,-0.058607868751285
ENSMUSG00000041763,1.215365977812006
ENSMUSG00000047343,-0.19979908711585456
ENSMUSG00000091844,0.4915818608602417
ENSMUSG00000026049,-1.9597714839766236
ENSMUSG00000026047,-0.49364877746385505
ENSMUSG00000041684,-1.51980304557779
ENSMUSG00000026048,-1.367815633593151
ENSMUSG00000056870,nan
ENSMUSG00000026043,160.46689118425988
ENSMUSG00000026042,23.844284229458577
ENSMUSG00000025995,6.890303717249986
ENSMUSG00000098549,nan
ENSMUSG00000025993,9.850136119842755
ENSMUSG00000041144,nan
ENSMUSG00000025986,0.2098354000810928
ENSMUSG00000100213,nan
ENSMUSG00000101447,-0.6266472709713319
ENSMUSG00000099608,nan
ENSMUSG00000100816,-0.9995191310313449
ENSMUSG00000045954,6.60128112854949
ENSMUSG00000101702,nan
ENSMUSG00000026107,0.7034188222477216
ENSMUSG00000099413,5.802028638485658
ENSMUSG00000018417,0.05206007112509068
ENSMUSG00000101724,-0.6183265318637716
ENSMUSG00000100313,0.829727689704282
ENSMUSG00000062939,0.49333973366222955
ENSMUSG00000109599,2.2906578453903683
ENSMUSG00000026104,0.17627390998835438
ENSMUSG00000026103,-0.7487688761491079
ENSMUSG00000002881,0.0876528038821117
ENSMUSG00000043015,0.119191781149788
ENSMUSG00000041439,-0.08891056705074828
ENSMUSG00000100302,-0.6506301067241909
ENSMUSG00000026102,-1.0207463263433165
ENSMUSG00000041426,-0.6282092611110747
ENSMUSG00000043629,1.5922951260164786
ENSMUSG00000026098,-0.8617486694270176
ENSMUSG00000026097,-2.044413274152597
ENSMUSG00000026096,-0.8362275852977794
ENSMUSG00000026095,-1.5850591008892856
ENSMUSG00000096141,nan
ENSMUSG00000026094,2.3451091478865194
ENSMUSG00000042807,-1.2267469988067685
ENSMUSG00000025983,nan
ENSMUSG00000041303,-0.04855674836479637
ENSMUSG00000073678,-0.5742376539080001
ENSMUSG00000052331,0.9971644452133192
ENSMUSG00000101674,nan
ENSMUSG00000025982,-0.9559555841238213
ENSMUSG00000025981,-0.5945435041399413
ENSMUSG00000025980,-0.3280512347599395
ENSMUSG00000073676,2.2933912368702827
ENSMUSG00000025979,-1.3842073896336498
ENSMUSG00000025978,-0.7056368258270818
ENSMUSG00000097649,1.465965148673769
ENSMUSG00000046994,0.9416552419698091
ENSMUSG00000025977,nan
ENSMUSG00000038349,1.0788563480761868
ENSMUSG00000101332,nan
ENSMUSG00000038331,1.8544656036241791
ENSMUSG00000087022,-0.8716707054098559
ENSMUSG00000097519,1.1014008460329958
ENSMUSG00000038323,1.0713657744552967
ENSMUSG00000048495,0.48280402958990953
ENSMUSG00000025971,-1.9517756511390993
ENSMUSG00000038305,-0.8099081148461064
ENSMUSG00000054770,-0.3316778036007987
ENSMUSG00000026039,-0.6387283725741423
ENSMUSG00000063558,2.6694917950524117
ENSMUSG00000089822,nan
ENSMUSG00000079554,0.0621717128255482
ENSMUSG00000051223,0.141425739636897
ENSMUSG00000026034,0.37236045991804634
ENSMUSG00000026035,3.2904035749253464
ENSMUSG00000026036,2.540083375002328
ENSMUSG00000026037,2.029652284641439
ENSMUSG00000085054,-2.252460846887149
ENSMUSG00000038174,-1.22599576910967
ENSMUSG00000026032,0.5157873830210246
ENSMUSG00000047528,nan
ENSMUSG00000026031,0.13228883105525815
ENSMUSG00000026029,1.4802179983435966
ENSMUSG00000026028,1.7856084891963409
ENSMUSG00000026027,-0.8984886270345981
ENSMUSG00000038079,0.4573496874721413
ENSMUSG00000097573,0.5925848663263608
ENSMUSG00000079550,1.6373955160673455
ENSMUSG00000101586,nan
ENSMUSG00000026024,0.8873168829475271
ENSMUSG00000026023,nan
ENSMUSG00000041075,-0.9161693019499969
ENSMUSG00000097819,nan
ENSMUSG00000047361,4.060692424341615
ENSMUSG00000026021,-0.9078584494059632
ENSMUSG00000026020,1.8770765218042746
ENSMUSG00000067336,-1.6462175730328454
ENSMUSG00000041040,-1.3002203468665545
ENSMUSG00000026018,-1.0476576160038584
ENSMUSG00000026019,1.8023002862962016
ENSMUSG00000026017,-1.0243792269129586
ENSMUSG00000073664,-0.608324856620134
ENSMUSG00000049439,-0.8067006435448817
ENSMUSG00000026782,0.11417447564942704
ENSMUSG00000026014,-0.08603469601525848
ENSMUSG00000026012,1.3193186126263028
ENSMUSG00000086795,nan
ENSMUSG00000026011,5.080783703237817
ENSMUSG00000026009,9.372487238382734
ENSMUSG00000052062,-0.20409548312912845
ENSMUSG00000025969,-0.14000555289660438
ENSMUSG00000100811,0.7092463793746018
ENSMUSG00000040865,-1.3531271583325817
ENSMUSG00000084799,-0.5029462218685535
ENSMUSG00000101599,-0.4925549060522248
ENSMUSG00000025968,0.32766656974053643
ENSMUSG00000025967,-1.0768620171375287
ENSMUSG00000025964,6.046302491245196
ENSMUSG00000025962,-1.9220915130261964
ENSMUSG00000025959,-1.4753657227432373
ENSMUSG00000101895,1.9729094144930677
ENSMUSG00000025958,1.7340391037533576
ENSMUSG00000025956,-1.394035823716857
ENSMUSG00000087213,-0.7541800755860228
ENSMUSG00000070871,0.346589475377982
ENSMUSG00000045005,1.2075895476716592
ENSMUSG00000051344,-0.4045419789871544
ENSMUSG00000025955,9.872528474726083
ENSMUSG00000025950,0.20021046497708356
ENSMUSG00000025949,-0.985601289983799
ENSMUSG00000015222,-0.2293484784123734
ENSMUSG00000055567,nan
ENSMUSG00000026005,0.2723328293597191
ENSMUSG00000026004,-1.3973938778332036
ENSMUSG00000026003,2.123103154814655
ENSMUSG00000061816,nan
ENSMUSG00000026000,-0.9925162297172052
ENSMUSG00000062209,nan
ENSMUSG00000100354,nan
ENSMUSG00000025997,10.560394898772568
ENSMUSG00000100815,0.4343663029218554
ENSMUSG00000099954,-0.6703871632822866
ENSMUSG00000026196,-0.23023992559723733
ENSMUSG00000026192,0.06314386447565949
ENSMUSG00000026193,2.065564210053686
ENSMUSG00000073652,-1.5372011645882264
ENSMUSG00000099707,0.28556777919879595
ENSMUSG00000101211,-3.5803423891625026
ENSMUSG00000101848,-0.015161948179148822
ENSMUSG00000102123,5.421210986406098
ENSMUSG00000039395,4.144005777364686
ENSMUSG00000026189,0.12158199449042165
ENSMUSG00000026187,1.4356084760391778
ENSMUSG00000039372,-0.2725556728614095
ENSMUSG00000039354,0.8567086616393336
ENSMUSG00000046330,-1.5143762357514907
ENSMUSG00000039323,nan
ENSMUSG00000026185,11.703515236474214
ENSMUSG00000055322,0.04154964849797557
ENSMUSG00000061815,1.2642955779191294
ENSMUSG00000026180,5.010763762270137
ENSMUSG00000048480,12.336988560227311
ENSMUSG00000006304,-1.8000193431773446
ENSMUSG00000064272,nan
ENSMUSG00000006299,-0.7452220907104666
ENSMUSG00000026179,2.469037863261538
ENSMUSG00000006301,-1.5579909884457053
ENSMUSG00000099931,-1.155761373411918
ENSMUSG00000073650,-0.3146585702832711
ENSMUSG00000026177,-0.9482577449733149
ENSMUSG00000026176,1.5645125055393831
ENSMUSG00000026175,0.2537081054914861
ENSMUSG00000033364,0.08158131691203929
ENSMUSG00000026174,-1.2520993151227828
ENSMUSG00000026173,2.2451344752035163
ENSMUSG00000026135,-1.2041334916223378
ENSMUSG00000026172,1.0719567081790182
ENSMUSG00000026171,-0.3799714243018315
ENSMUSG00000033276,2.065850594317181
ENSMUSG00000033257,0.19753172188026996
ENSMUSG00000026170,0.565791426663161
ENSMUSG00000033227,6.336732292388709
ENSMUSG00000099472,nan
ENSMUSG00000026167,5.193693176493656
ENSMUSG00000090071,nan
ENSMUSG00000026162,0.3985300198272495
ENSMUSG00000026205,1.212483454371943
ENSMUSG00000033159,0.5218522700000666
ENSMUSG00000049339,-2.14361281802353
ENSMUSG00000026197,0.08588819189485387
ENSMUSG00000026198,-0.8357220291414595
ENSMUSG00000033124,0.303533348718359
ENSMUSG00000026199,-0.8974498016828568
ENSMUSG00000026200,-1.1345808724578685
ENSMUSG00000026201,1.1253517227226175
ENSMUSG00000026202,-0.7169958850624707
ENSMUSG00000026203,-1.1120176090561493
ENSMUSG00000026204,0.14770071950977048
ENSMUSG00000026209,-1.3439468960213146
ENSMUSG00000026208,9.356308452816666
ENSMUSG00000026207,5.015337739096754
ENSMUSG00000033021,0.21884609193336382
ENSMUSG00000032997,-1.3786702142756526
ENSMUSG00000026211,-0.10253617696948308
ENSMUSG00000051703,nan
ENSMUSG00000026213,-0.24321092976936742
ENSMUSG00000006576,-0.16393315698645058
ENSMUSG00000026235,2.0678221253384588
ENSMUSG00000026245,0.9177198666218187
ENSMUSG00000090486,nan
ENSMUSG00000012187,1.3934784330794698
ENSMUSG00000099364,nan
ENSMUSG00000032883,3.2683038778416154
ENSMUSG00000079470,0.02253791225754062
ENSMUSG00000047330,3.943935518836229
ENSMUSG00000054702,3.919505475325132
ENSMUSG00000073643,1.593982511479519
ENSMUSG00000026248,-1.0682632466478614
ENSMUSG00000026249,10.4366184160355
ENSMUSG00000043230,nan
ENSMUSG00000004364,-1.7156993710511714
ENSMUSG00000101722,nan
ENSMUSG00000101483,nan
ENSMUSG00000110100,nan
ENSMUSG00000038608,0.2730031325748252
ENSMUSG00000055980,-2.010467537182386
ENSMUSG00000022591,nan
ENSMUSG00000026142,3.968739191820314
ENSMUSG00000100786,-1.6257386547558481
ENSMUSG00000067158,-0.4525676219597268
ENSMUSG00000079465,nan
ENSMUSG00000097564,-0.41082040090595645
ENSMUSG00000026150,-0.5195513170730558
ENSMUSG00000101450,-0.9551918160658317
ENSMUSG00000026149,2.4700359833280046
ENSMUSG00000100170,nan
ENSMUSG00000026159,-0.11080383225863953
ENSMUSG00000113880,-0.9467664816918652
ENSMUSG00000113846,nan
ENSMUSG00000100580,nan
ENSMUSG00000045658,1.4814904158080024
ENSMUSG00000036766,0.033332886194972204
ENSMUSG00000026219,-0.8189553571095017
ENSMUSG00000073633,-1.4102268272004217
ENSMUSG00000026220,2.21319294578607
ENSMUSG00000052477,-0.6535423802046166
ENSMUSG00000089844,1.739436989415479
ENSMUSG00000073631,1.7503559733803151
ENSMUSG00000072109,-0.3034855334961832
ENSMUSG00000090252,-0.12751586477819427
ENSMUSG00000089652,nan
ENSMUSG00000094127,nan
ENSMUSG00000070034,0.5656699771712167
ENSMUSG00000090103,-1.542282622615406
ENSMUSG00000070031,2.4222712955307935
ENSMUSG00000073628,nan
ENSMUSG00000090246,1.9150815913656072
ENSMUSG00000026222,1.5624122422569404
ENSMUSG00000052760,-1.0706997616018679
ENSMUSG00000100217,nan
ENSMUSG00000036707,-1.0673058702442775
ENSMUSG00000026223,-1.075614172025617
ENSMUSG00000026224,-0.14544649354716485
ENSMUSG00000099767,0.818362150251916
ENSMUSG00000049608,-0.6079494744746364
ENSMUSG00000100108,-1.1328614623543156
ENSMUSG00000026229,-0.3458719312528065
ENSMUSG00000026228,-0.9253675009898319
ENSMUSG00000062590,-1.3209154861867682
ENSMUSG00000087538,nan
ENSMUSG00000079445,-1.002425733894321
ENSMUSG00000099644,-0.6360724399367061
ENSMUSG00000026234,-0.38977383034812096
ENSMUSG00000073627,3.3630956312531364
ENSMUSG00000026238,-0.5934348600814143
ENSMUSG00000026239,0.6229712806559294
ENSMUSG00000026240,-1.614819565471366
ENSMUSG00000026241,0.8753079909613314
ENSMUSG00000053333,-0.9522021907130102
ENSMUSG00000100768,0.05041266295914772
ENSMUSG00000036480,-0.9422958456575301
ENSMUSG00000026253,-1.3070942887676091
ENSMUSG00000026254,-1.6690587754197648
ENSMUSG00000026255,nan
ENSMUSG00000048000,-1.2020484315758697
ENSMUSG00000079436,-0.8458913678261923
ENSMUSG00000026258,5.199103518693998
ENSMUSG00000026259,-7.484945311458062
ENSMUSG00000079434,nan
ENSMUSG00000026288,-1.2786974865647556
ENSMUSG00000026289,-0.22690140330258868
ENSMUSG00000056055,2.0679475260693043
ENSMUSG00000070738,-1.8765106522379589
ENSMUSG00000101942,nan
ENSMUSG00000005501,0.34098443437697074
ENSMUSG00000090165,nan
ENSMUSG00000092220,nan
ENSMUSG00000090124,-1.4899179974299357
ENSMUSG00000090145,0.48562950824455403
ENSMUSG00000054545,-0.478549031681636
ENSMUSG00000089943,-0.16139002828144322
ENSMUSG00000090171,5.450650870630842
ENSMUSG00000081984,nan
ENSMUSG00000089960,4.291125581113772
ENSMUSG00000079429,0.4061554860888039
ENSMUSG00000044783,2.9394493170728384
ENSMUSG00000036251,nan
ENSMUSG00000062310,2.5520734603587045
ENSMUSG00000100798,1.0239297605221958
ENSMUSG00000100367,1.9873651685258198
ENSMUSG00000049866,-0.1217758423029941
ENSMUSG00000036206,-1.2858767734467422
ENSMUSG00000055013,-1.6487808305521439
ENSMUSG00000101662,-0.5162922900613218
ENSMUSG00000102009,nan
ENSMUSG00000034486,nan
ENSMUSG00000092627,0.2766907685812268
ENSMUSG00000067081,nan
ENSMUSG00000044337,-0.03938246794874787
ENSMUSG00000101028,-0.5322546667798815
ENSMUSG00000034432,-0.4305861689845231
ENSMUSG00000048126,20.431987389915605
ENSMUSG00000026303,0.9638751735519424
ENSMUSG00000026304,-3.266004758358287
ENSMUSG00000100791,0.5382914730607272
ENSMUSG00000026305,-0.5495777741035802
ENSMUSG00000070732,-1.5551627846311018
ENSMUSG00000034353,0.1857765752746163
ENSMUSG00000034343,-1.8089208774865602
ENSMUSG00000026307,-1.3606164271093997
ENSMUSG00000049515,-0.41949301940493533
ENSMUSG00000026308,nan
ENSMUSG00000047443,0.022527493733709707
ENSMUSG00000026309,-1.1222033213046645
ENSMUSG00000067071,-0.3120673006178055
ENSMUSG00000055866,1.3072170612290406
ENSMUSG00000034292,-1.7812611119776502
ENSMUSG00000026311,-1.5993936455242797
ENSMUSG00000100980,-0.45077205245289526
ENSMUSG00000007805,1.5957877116656753
ENSMUSG00000101414,nan
ENSMUSG00000026313,1.1628407087351678
ENSMUSG00000026260,-1.0211101489797298
ENSMUSG00000061616,0.4485198151119925
ENSMUSG00000073616,0.8956989537754563
ENSMUSG00000044055,0.9036364069971456
ENSMUSG00000034220,-1.1116932243429656
ENSMUSG00000101995,0.1954433706477491
ENSMUSG00000034212,-0.7559859385373533
ENSMUSG00000047067,1.3740034930883354
ENSMUSG00000097251,nan
ENSMUSG00000026269,0.23047284863899653
ENSMUSG00000100632,0.29741277910630937
ENSMUSG00000026270,-1.3042770169059672
ENSMUSG00000026271,-1.2031846578373075
ENSMUSG00000045091,nan
ENSMUSG00000014602,-1.6377196577583075
ENSMUSG00000034159,nan
ENSMUSG00000047793,0.3593013902225471
ENSMUSG00000026273,0.18305564154433188
ENSMUSG00000101172,1.0143115706865744
ENSMUSG00000026274,-1.06925965132858
ENSMUSG00000026275,1.412459403471637
ENSMUSG00000034088,-1.491401754361548
ENSMUSG00000026276,-1.4501556253709278
ENSMUSG00000034066,0.7036619891755403
ENSMUSG00000026277,-0.2549423966058793
ENSMUSG00000100927,nan
ENSMUSG00000026278,-0.9380016856136785
ENSMUSG00000026279,-0.4203244012233977
ENSMUSG00000026280,-0.5909329860848539
ENSMUSG00000026281,1.3921399398303782
ENSMUSG00000026283,1.6937671792406153
ENSMUSG00000073609,1.7961446141394606
ENSMUSG00000073608,nan
ENSMUSG00000026285,0.46483089822610346
ENSMUSG00000051185,0.7060237941693587
ENSMUSG00000040710,4.695043047541882
ENSMUSG00000040693,-0.3387881010516442
ENSMUSG00000097814,0.4949703228510968
ENSMUSG00000044768,-1.8606355546297397
ENSMUSG00000040648,-0.2701317154655824
ENSMUSG00000026333,-0.9427610812315587
ENSMUSG00000026335,-1.3690949401101702
ENSMUSG00000089706,1.7590888498002504
ENSMUSG00000100182,nan
ENSMUSG00000100009,-0.7325144719733964
ENSMUSG00000099375,-0.9758387114614813
ENSMUSG00000047496,-1.1965504228420374
ENSMUSG00000097482,-1.4815042952336788
ENSMUSG00000101214,nan
ENSMUSG00000056536,-0.026109939862845277
ENSMUSG00000100672,-1.4050263322824703
ENSMUSG00000026319,-0.41240271217793384
ENSMUSG00000026321,-0.5430186217521465
ENSMUSG00000099843,0.24582428109027693
ENSMUSG00000038866,-0.829547903836024
ENSMUSG00000101583,nan
ENSMUSG00000044340,-2.004005138439614
ENSMUSG00000100247,nan
ENSMUSG00000057329,1.967095178731569
ENSMUSG00000009905,-1.9649164495548324
ENSMUSG00000009907,0.7573380888364514
ENSMUSG00000067006,-2.979545879800147
ENSMUSG00000059956,0.40787320196171223
ENSMUSG00000067001,0.5646420211798765
ENSMUSG00000062345,20.050364926899437
ENSMUSG00000026315,1.2210996565312222
ENSMUSG00000086161,nan
ENSMUSG00000026312,nan
ENSMUSG00000038702,1.7447904078660037
ENSMUSG00000100617,nan
ENSMUSG00000102030,nan
ENSMUSG00000026374,-0.8685839873703786
ENSMUSG00000026377,-0.25917319536340255
ENSMUSG00000099936,nan
ENSMUSG00000064302,0.4501891082952569
ENSMUSG00000107722,4.35497385772301
ENSMUSG00000026380,nan
ENSMUSG00000048402,nan
ENSMUSG00000037035,-0.6202168329934417
ENSMUSG00000004451,-0.5055674381128535
ENSMUSG00000098447,-0.5635990930437559
ENSMUSG00000098923,0.8524581155136542
ENSMUSG00000026383,-0.8610516529261034
ENSMUSG00000026384,-2.3799804961456097
ENSMUSG00000036975,-0.6594077806241282
ENSMUSG00000026387,1.1435370405775687
ENSMUSG00000050777,-2.0284946282049856
ENSMUSG00000026385,1.2249469001328244
ENSMUSG00000026388,2.430106789688763
ENSMUSG00000026389,-0.5846574640902787
ENSMUSG00000058665,10.502735078055256
ENSMUSG00000003721,0.3432429394524434
ENSMUSG00000026339,-0.3924567762107849
ENSMUSG00000050534,nan
ENSMUSG00000001674,-1.790657294609545
ENSMUSG00000026341,-1.7284099344595287
ENSMUSG00000026342,-0.15369860229474713
ENSMUSG00000026343,5.937590441270158
ENSMUSG00000026344,nan
ENSMUSG00000049690,3.1938139345909016
ENSMUSG00000036155,-1.424220209836912
ENSMUSG00000026347,-1.04183747612709
ENSMUSG00000102014,-0.35904284910453266
ENSMUSG00000026349,-0.9203423251264674
ENSMUSG00000051590,nan
ENSMUSG00000036104,-2.5747242151911993
ENSMUSG00000036086,-1.0424386733167454
ENSMUSG00000099760,0.01218436762500247
ENSMUSG00000056211,1.1948382691168173
ENSMUSG00000026353,-1.8181393394667222
ENSMUSG00000026354,nan
ENSMUSG00000026355,2.1079269446695985
ENSMUSG00000026356,0.4319588358663294
ENSMUSG00000045382,1.5781237693933423
ENSMUSG00000086825,0.9150482648162398
ENSMUSG00000026399,1.9003315170125683
ENSMUSG00000042554,nan
ENSMUSG00000026405,nan
ENSMUSG00000026409,-0.3599907689384513
ENSMUSG00000046404,-0.8025880620402862
ENSMUSG00000042510,0.9205474399797332
ENSMUSG00000026415,29.314152206908126
ENSMUSG00000086706,nan
ENSMUSG00000026417,nan
ENSMUSG00000042474,8.75828520624826
ENSMUSG00000026420,1.0173909991735015
ENSMUSG00000026416,nan
ENSMUSG00000016524,0.8507500869843965
ENSMUSG00000016529,14.923264551462
ENSMUSG00000016528,-0.8078682053204062
ENSMUSG00000016526,-1.4979482261552028
ENSMUSG00000026427,0.7536769711226363
ENSMUSG00000026430,0.26337377184188493
ENSMUSG00000042349,-1.3928274538102132
ENSMUSG00000102055,nan
ENSMUSG00000026425,-0.5317361145716345
ENSMUSG00000101778,1.3303712389040998
ENSMUSG00000055184,1.741106002531906
ENSMUSG00000004552,1.3213523512519403
ENSMUSG00000052688,-0.6300696050559952
ENSMUSG00000042268,4.225706301569382
ENSMUSG00000042251,0.6433939350380561
ENSMUSG00000013275,1.3131957934494736
ENSMUSG00000026433,0.9444007959282378
ENSMUSG00000026434,3.6840289920378564
ENSMUSG00000026435,1.2076996742468722
ENSMUSG00000026436,-0.9774731883256997
ENSMUSG00000059149,0.1760865677442857
ENSMUSG00000026437,-1.5200994868835183
ENSMUSG00000099874,-1.7407325758133578
ENSMUSG00000042115,-0.04010591679185625
ENSMUSG00000009772,0.5409525832871643
ENSMUSG00000100658,nan
ENSMUSG00000042066,-0.5049155099539573
ENSMUSG00000042046,-1.6679675939180456
ENSMUSG00000097760,1.655057499763522
ENSMUSG00000026439,2.321319774885198
ENSMUSG00000048174,0.39278630904552164
ENSMUSG00000026442,nan
ENSMUSG00000026443,nan
ENSMUSG00000054387,-1.049155240411083
ENSMUSG00000026447,-0.18233521229603
ENSMUSG00000046062,-0.8327871106100802
ENSMUSG00000041757,1.090415128887776
ENSMUSG00000070644,-2.420614771487697
ENSMUSG00000070643,-0.571034717851569
ENSMUSG00000090553,-0.8098737224191678
ENSMUSG00000102976,-1.6154519649458008
ENSMUSG00000094410,-1.0736409443487642
ENSMUSG00000051998,-0.6104241911395569
ENSMUSG00000026463,0.37735384389548626
ENSMUSG00000041577,nan
ENSMUSG00000041559,1.494736324174284
ENSMUSG00000020423,0.9212013902415183
ENSMUSG00000064246,3.061830885122891
ENSMUSG00000042451,0.182378978193351
ENSMUSG00000042429,0.33007258916454835
ENSMUSG00000026458,4.099439501803135
ENSMUSG00000042305,0.7015905039359049
ENSMUSG00000026456,-1.0288614679962074
ENSMUSG00000026457,0.03380453577843965
ENSMUSG00000101061,-3.1240687210695683
